OBJECTID,JURISDICTION,OWNERSHIP,MUNICIPALITY,NAME,FROM_,TO_,CLASS,CLASS_OP,DES_SURF_WIDTH,Shape_Length
8913,LOCAL,OSHAWA,OSHAWA,VANCOUVER ST,GIBB ST,BARKLEY CRES,L/R,L,,91.4244796372655
8914,LOCAL,OSHAWA,OSHAWA,CORDOVA RD,PARK RD S,OXFORD ST,L/R,L,,414.090035889251
8915,LOCAL,OSHAWA,OSHAWA,WILKINSON AVE,ALBERT ST,COURT ST,L/R,L,,153.772542772919
8916,REGIONAL,DURHAM,OSHAWA,ROSSLAND RD E,WILSON RD N,CRICKLEWOOD DR,ART,B,,198.307098970565
8917,REGIONAL,DURHAM,OSHAWA,ROSSLAND RD E,CRICKLEWOOD DR,ATTERSLEY DR,ART,B,,143.468654289233
8918,REGIONAL,DURHAM,OSHAWA,BLOOR ST E,FOURTH AVE,RITSON RD S,ART,A,,191.738525818736
8919,LOCAL,OSHAWA,OSHAWA,ROSEHILL BLVD,LLEWELLYN AVE,NORTH LIMIT,L/R,L,,89.1381764201689
8920,LOCAL,OSHAWA,OSHAWA,LAKEMOUNT ST,STONE ST,LAKEVIEW AVE,L/R,L,,198.036771812069
8921,REGIONAL,DURHAM,OSHAWA,BROCK ST W,PRINCE ST,SIMCOE ST N,ART,B,,97.1523818594531
8922,LOCAL,OSHAWA,OSHAWA,GLADSTONE AVE,KING ST W,BOND ST W,L/R,L,,113.534973106359
8923,LOCAL,OSHAWA,OSHAWA,KING ST W,GLADSTONE AVE,NASSAU ST,ART,B,,90.0571159604256
8924,LOCAL,OSHAWA,OSHAWA,GROOMS AVE,FREDERICK ST,ALMA ST,L/R,L,,151.95241910943
8925,LOCAL,OSHAWA,OSHAWA,MCLAUGHLIN BLVD,SOMERVILLE AVE,CHRISTIE AVE,L/R,L,,91.8582926211454
8926,LOCAL,OSHAWA,OSHAWA,MAHINA ST,ROUNDELAY DR/CT,THORNTON RD N,C/R,COL,,232.683430487506
8927,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,COLBORNE ST E,ELGIN ST E,L/R,L,,192.275453069098
8928,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,RICHMOND ST E,WILLIAM ST E,L/R,L,,100.323867194547
8929,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,ELGIN ST E,ADELAIDE AVE E,L/R,L,,181.773298870107
8930,LOCAL,OSHAWA,OSHAWA,GREENHILL AVE,WILSON RD N,EAGLE RIDGE DR,C/R,COL,,107.567374282028
8931,LOCAL,OSHAWA,OSHAWA,CONLIN RD W,WEST CITY LIMITS,THORNTON RD N,800,B,,393.169104258073
8932,LOCAL,OSHAWA,OSHAWA,ELM ST,SIMCOE ST S,CELINA ST,ART,C,,89.6436963526351
8933,LOCAL,OSHAWA,OSHAWA,CATSKILL DR,SNOWBIRD ST,SNOWBIRD ST (AT S END OF ST),L/R,L,,308.961970713781
8934,LOCAL,OSHAWA,OSHAWA,RIDGECREST AVE,ETON ST,THORNCLIFFE ST,L/R,L,,47.9711511898116
8935,LOCAL,OSHAWA,OSHAWA,BARRIE AVE,ALBERT ST,COURT ST,L/R,L,,151.289629079271
8936,LOCAL,OSHAWA,OSHAWA,VERDUN RD,MITCHELL AVE,OLIVE AVE,L/R,L,,82.6014258011392
8937,LOCAL,OSHAWA,OSHAWA,MITCHELL AVE,OSHAWA BLVD S,VERDUN RD,L/R,L,,96.5021043076815
8938,LOCAL,OSHAWA,OSHAWA,LASALLE AVE,EULALIE AVE,GLIDDON AVE,L/R,L,,205.828009705492
8939,LOCAL,OSHAWA,OSHAWA,GLADSTONE AVE,COLBORNE ST W,ARENA ST,L/R,L,,169.686168286616
8940,LOCAL,OSHAWA,OSHAWA,OXFORD ST,CHANDOS CT,CALVERT CT,C/R,COL,,92.1492747640097
8941,LOCAL,OSHAWA,OSHAWA,OXFORD ST,CALVERT CT,WENTWORTH ST W,C/R,COL,,140.328312024348
8942,LOCAL,OSHAWA,OSHAWA,GLIDDON AVE,OSHAWA BLVD S,VERDUN RD,L/R,L,,93.9797565174375
8943,LOCAL,OSHAWA,OSHAWA,OXFORD ST,STONE ST,LAKEVIEW AVE,C/R,COL,,205.393788306735
8944,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE E,SIMCOE ST N,DEARBORN AVE,ART,C,,162.030132510037
8945,REGIONAL,DURHAM,OSHAWA,BLOOR ST W,STEVENSON RD S,PARK RD S,ART,A,,495.415980164628
8946,REGIONAL,DURHAM,OSHAWA,BLOOR ST W,STEVENSON RD S,STEVENSON RD S,ART,A,,131.563176800397
8947,LOCAL,OSHAWA,OSHAWA,ONTARIO ST,KING ST E,BOND ST E,L/R,L,,101.142539435785
8948,LOCAL,OSHAWA,OSHAWA,CELINA ST,ATHOL ST E,KING ST E,ART,C,,119.888046753972
8949,LOCAL,OSHAWA,OSHAWA,BUENA VISTA AVE,GIBBONS ST,PARK RD N,L/R,L,,414.865063758082
8950,LOCAL,OSHAWA,OSHAWA,TALL PINE AVE,ASHGROVE CRES (ROUNDABOUT),MEATH DR,L/R,L,,141.540605447354
8951,LOCAL,OSHAWA,OSHAWA,HUMBER AVE,TRENT ST,PARK RD N,L/R,L,,113.578434801325
8952,LOCAL,OSHAWA,OSHAWA,MONIQUE ST,RIMOSA CT,ROUNDELAY DR,L/R,L,,94.0618074039933
8953,LOCAL,OSHAWA,OSHAWA,PHILLIP MURRAY AVE,OXFORD ST,PAUL ST,ART,C,,189.790375830573
8954,LOCAL,OSHAWA,OSHAWA,QUEBEC ST,CENTRE ST S,SIMCOE ST S,L/R,L,,167.259801638691
8955,LOCAL,OSHAWA,OSHAWA,KING ST W,STEVENSON RD,ROSEHILL BLVD,ART,B,,302.796061132271
8956,LOCAL,OSHAWA,OSHAWA,ROBSON ST,WHITING AVE,FRANK ST,L/R,L,,135.74816330602
8957,LOCAL,OSHAWA,OSHAWA,EASTLAWN ST,MACKENZIE AVE,WINTER AVE,L/R,L,,281.948572207793
8958,LOCAL,OSHAWA,OSHAWA,EULALIE AVE,HURON ST,CLARKE ST,ART,C,,78.2393842801219
8959,LOCAL,OSHAWA,OSHAWA,EULALIE AVE,CLARKE ST,RITSON RD S,ART,C,,77.4361746538647
8960,LOCAL,OSHAWA,OSHAWA,GLIDDON AVE,CADILLAC AVE S,HIGHLAND AVE,L/R,L,,94.6985999703477
8961,LOCAL,OSHAWA,OSHAWA,CONLIN RD W,THORNTON RD N,STEVENSON RD N,800,B,,817.712195374258
8962,LOCAL,OSHAWA,OSHAWA,HARMONY RD N,COLUMBUS RD E,1290 m N OF COLUMBUS RD E,200,A,,1282.48667065984
8963,LOCAL,OSHAWA,OSHAWA,ARNHEM DR,MARKEN CT,AMSTEL CT,L/R,L,,165.222702059909
8964,LOCAL,OSHAWA,OSHAWA,BAGOT ST,CENTRE ST S,SIMCOE ST S,L/R,L,,167.04581220112
8965,REGIONAL,DURHAM,OSHAWA,BLOOR ST W,THORNTON RD S,STEVENSON RD S,ART,A,,804.670864291573
8966,REGIONAL,DURHAM,OSHAWA,BLOOR ST E,FAREWELL ST,HARMONY RD S,ART,A,,442.512680877878
8967,LOCAL,OSHAWA,OSHAWA,OXFORD ST,PORTER ST,MALAGA RD,L/R,L,,564.279228721046
8968,LOCAL,OSHAWA,OSHAWA,VIMY AVE,CHADBURN ST/CHADBURN CT,CENTRAL PARK BLVD S,L/R,L,,95.7631732663358
8969,LOCAL,OSHAWA,OSHAWA,CAMELOT DR,MERLIN CT,PERCIVAL CT,C/R,COL,,110.010533065612
8970,LOCAL,OSHAWA,OSHAWA,SHARBOT ST,WECKER DR,VALLEY DR,L/R,L,,130.270264990785
8971,LOCAL,OSHAWA,OSHAWA,DIANNE DR,OLIVE AVE,RONLEA AVE,L/R,L,,100.706646076926
8972,LOCAL,OSHAWA,OSHAWA,DIVISION ST,KING ST E,BOND ST E,CCI,COL,,101.879631676976
8973,LOCAL,OSHAWA,OSHAWA,RICHMOND ST E,OSHAWA BLVD N,ROXBOROUGH AVE,L/R,L,,103.060918668565
8974,LOCAL,OSHAWA,OSHAWA,ANNANDALE ST,CAPILANO CRES,CHERRYDOWN DR,L/R,L,,120.177767959261
8975,LOCAL,OSHAWA,OSHAWA,ROXBOROUGH AVE,RICHMOND ST E,COLBORNE ST E,L/R,L,,195.689623974574
8976,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE W,PRINCE ST,SIMCOE ST N,ART,C,,156.603662172537
8977,LOCAL,OSHAWA,OSHAWA,FISHER ST,CELINA ST,ALBERT ST,L/R,L,,48.7193442510522
8978,LOCAL,OSHAWA,OSHAWA,WOLFE ST,MYERS ST,NELSON ST,L/R,L,,201.825146082885
8979,LOCAL,OSHAWA,OSHAWA,MARY ST N,WOOD ST,ROSEDALE AVE,C/R,COL,,159.677387785211
8980,REGIONAL,DURHAM,OSHAWA,CENTRE ST S,METCALFE ST,BAGOT ST,ART,B,,97.6083474076288
8981,REGIONAL,DURHAM,OSHAWA,CENTRE ST S,BAGOT ST,ATHOL ST W,ART,B,,97.4390809099203
8982,LOCAL,OSHAWA,OSHAWA,EULALIE AVE,DREW ST,HURON ST,ART,C,,59.5905543994931
8983,REGIONAL,DURHAM,OSHAWA,TAUNTON RD E,WILSON RD N,CLEARBROOK DR,ART,A,,320.790336050702
8984,LOCAL,OSHAWA,OSHAWA,ELIZABETH ST,RIDGEWAY AVE,DUNDEE AVE,L/R,L,,94.8071541627052
8985,LOCAL,OSHAWA,OSHAWA,BARBADOS ST,WAVERLY ST N,WAVERLY ST N,L/R,L,,320.384781585509
8986,LOCAL,OSHAWA,OSHAWA,VIMY AVE,LASALLE AVE,CADILLAC AVE S,L/R,L,,95.2426332859521
8987,REGIONAL,DURHAM,OSHAWA,BLOOR ST W,OSHAWA/WHITBY BORDER,THORNTON RD S,ART,A,,452.105293728711
8988,LOCAL,OSHAWA,OSHAWA,PHILLIP MURRAY AVE,FUNDY CT/ST,VALLEY DR,ART,C,,119.412935964333
8989,LOCAL,OSHAWA,OSHAWA,CAMELOT DR,HILLCROFT ST,MERLIN CT,C/R,COL,,85.4816073391539
8990,LOCAL,OSHAWA,OSHAWA,FERNWOOD AVE,RITSON RD N,MAPLEWOOD DR,L/R,L,,126.464136798726
8991,LOCAL,OSHAWA,OSHAWA,CRERAR AVE,CENTRAL PARK BLVD S,LASALLE AVE,L/R,L,,89.7000907591615
8992,LOCAL,OSHAWA,OSHAWA,LASALLE AVE,CRERAR AVE,OLIVE AVE,L/R,L,,128.341171861136
8993,LOCAL,OSHAWA,OSHAWA,BADGLEY DR,DOCKING CT,KITCHEN CT,L/R,L,,193.269260318183
8994,LOCAL,OSHAWA,OSHAWA,ELM ST,CELINA ST,ALBERT ST,ART,C,,75.5777949554
8995,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,GARDENIA CT,MARICA AVE,L/R,L,,210.691119114945
8996,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,MARIGOLD AVE,GARDENIA CT,L/R,L,,151.290355969212
8997,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD S,GLIDDON AVE,BRUCE ST,L/R,L,,76.0052054954315
8998,LOCAL,OSHAWA,OSHAWA,PENTLAND ST,RITSON RD N,NONQUON RD,L/R,L,,249.105535482808
8999,LOCAL,OSHAWA,OSHAWA,MCLAUGHLIN BLVD,MIDLAND AVE,HORTOP ST,L/R,L,,33.1215783468185
9000,LOCAL,OSHAWA,OSHAWA,ARTHUR ST,OSHAWA BLVD S,CHADBURN ST,L/R,L,,206.800169612662
9001,REGIONAL,DURHAM,OSHAWA,SIMCOE ST N,KING ST,BOND ST,ART,B,,100.879111649227
9002,LOCAL,OSHAWA,OSHAWA,GENEVA AVE,CEDAR ST,WECKER DR,L/R,L,,85.2969733492632
9003,LOCAL,OSHAWA,OSHAWA,MONTGOMERY ST,JACKSON AVE,CURRIE AVE,L/R,L,,92.2738994136511
9004,LOCAL,OSHAWA,OSHAWA,CURRIE AVE,RITSON RD S,MONTGOMERY ST,L/R,L,,188.497282946397
9005,LOCAL,OSHAWA,OSHAWA,JACKSON AVE,176 m W OF MONTGOMERY,MONTGOMERY ST,L/R,L,,175.390602980707
9006,LOCAL,OSHAWA,OSHAWA,KING ST E,MARY ST,CHARLES ST,ART,B,,135.661420332732
9007,LOCAL,OSHAWA,OSHAWA,SYLVIA ST,WOLFE ST,CONANT ST,L/R,L,,210.503497725607
9008,LOCAL,OSHAWA,OSHAWA,NELSON ST,SHARON AVE,CONANT ST,C/R,COL,,104.356951004395
9009,LOCAL,OSHAWA,OSHAWA,SHARON AVE,MYERS ST,NELSON ST,L/R,L,,201.840536573885
9010,LOCAL,OSHAWA,OSHAWA,ARUBA CRES,WAVERLY ST N,ARUBA CT,L/R,L,,88.1256740948431
9011,LOCAL,OSHAWA,OSHAWA,TATRA DR,TALARA ST,118m E OF TALARA ST,L/R,L,,116.56386660565
9012,LOCAL,OSHAWA,OSHAWA,ARUBA CRES,ARUBA CT,WAVERLY ST N,L/R,L,,248.589331089421
9013,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,WILLIAM ST E,COLBORNE ST E,L/R,L,,94.3712892507236
9014,LOCAL,OSHAWA,OSHAWA,CRIMSON CRES,CRIMSON CT,MAHINA ST,L/R,L,,377.151782891355
9015,LOCAL,OSHAWA,OSHAWA,FISHER ST,SIMCOE ST S,CELINA ST,L/R,L,,91.2742163793316
9016,LOCAL,OSHAWA,OSHAWA,ROSEHILL BLVD,BOND ST W,CREIGHTON AVE,L/R,L,,187.402403397706
9017,LOCAL,OSHAWA,OSHAWA,ROSEHILL BLVD,CREIGHTON AVE,LLEWELLYN AVE,L/R,L,,167.770232577447
9018,LOCAL,OSHAWA,OSHAWA,NORTHGATE CRES,NORTHBROOK ST,NORTHMOUNT ST,L/R,L,,94.4417506699265
9019,LOCAL,OSHAWA,OSHAWA,HARWOOD DR,CENTRAL PARK BLVD N,HUMEWOOD AVE,L/R,L,,312.837617235146
9020,LOCAL,OSHAWA,OSHAWA,TALARA ST,TATRA DR,PRESTON DR,L/R,L,,83.8691059833603
9021,PROVINCIAL,MTO,OSHAWA,RAMP,,,EXP,EXP,,52.6402620258111
9022,LOCAL,OSHAWA,OSHAWA,OXFORD ST,KINMOUNT CRES,VENUS CRES,C/R,COL,,81.3355211466082
9023,LOCAL,OSHAWA,OSHAWA,OXFORD ST,VENUS CRES,VENUS CRES,C/R,COL,,173.929976871607
9024,LOCAL,OSHAWA,OSHAWA,OXFORD ST,VENUS CRES,CHANDOS CT,C/R,COL,,89.8741753362549
9025,REGIONAL,DURHAM,OSHAWA,ROSSLAND RD E,RITSON RD N,CENTRAL PARK BLVD N,ART,B,,358.547962286825
9026,LOCAL,OSHAWA,OSHAWA,RENAISSANCE DR,MAYPORT DR,BEAVERBROOK CT,C/R,COL,,91.0930910489631
9027,LOCAL,OSHAWA,OSHAWA,TERRACE DR,MAYFAIR AVE,CANONBERRY CT,L/R,L,,125.262547805949
9028,PROVINCIAL,MTO,OSHAWA,RAMP,,,EXP,EXP,,272.08791361583
9029,LOCAL,OSHAWA,OSHAWA,NELSON ST,TRAFALGAR AVE,WOLFE ST,C/R,COL,,122.134644842778
9030,PROVINCIAL,MTO,OSHAWA,HIGHWAY 401 E,,,EXP,EXP,,442.56189410693
9031,LOCAL,OSHAWA,OSHAWA,CARLYLE CT,DEAN AVE,NORTH LIMIT,L/R,L,,93.614484122483
9032,LOCAL,OSHAWA,OSHAWA,DIANNE DR,RONLEA AVE,DENISE DR,L/R,L,,69.0205793400163
9033,REGIONAL,DURHAM,OSHAWA,CENTRE ST N,KING ST W,BOND ST W,ART,B,,101.733018520802
9034,LOCAL,OSHAWA,OSHAWA,EASTLAWN ST,WINTER AVE,KING ST E,L/R,L,,101.35472646013
9035,LOCAL,OSHAWA,OSHAWA,DREW ST,GLIDDON AVE,BRUCE ST,L/R,L,,91.9645410559518
9036,LOCAL,OSHAWA,OSHAWA,PHILLIP MURRAY AVE,WECKER DR,FUNDY CT/ST,ART,C,,100.24144032979
9037,LOCAL,OSHAWA,OSHAWA,DIEPPE AVE,HILLCREST DR,WILSON RD S,L/R,L,,198.593929038649
9038,LOCAL,OSHAWA,OSHAWA,SUTHERLAND AVE,LESLIE ST,JARVIS ST,L/R,L,,80.6571764269807
9039,LOCAL,OSHAWA,OSHAWA,HILLCROFT ST,HILLCROFT ST (CRES E OF GRIERSON),HILLCROFT ST (CRES W OF JARVIS),C/R,COL,,48.5537206532064
9040,LOCAL,OSHAWA,OSHAWA,COLBORNE ST E,MARY ST N,DIVISION ST,L/R,L,,298.264095762303
9041,LOCAL,OSHAWA,OSHAWA,MARICA AVE,OSHAWA BLVD N,BEATRICE ST E,L/R,L,,417.374276106441
9042,LOCAL,OSHAWA,OSHAWA,MARION AVE,ELIZABETH ST,STEVENSON RD N,L/R,L,,104.927656444313
9043,LOCAL,OSHAWA,OSHAWA,MARY ST N,KING ST E,BOND ST E,ART,C,,100.656546813493
9044,LOCAL,OSHAWA,OSHAWA,MARY ST N,BOND ST E,RICHMOND ST E,ART,C,,99.9000580277521
9045,LOCAL,OSHAWA,OSHAWA,MONAGHAN AVE,LONDONDERRY ST,THORNTON RD S,L/R,L,,183.938478769767
9046,LOCAL,OSHAWA,OSHAWA,MARY ST N,BROCK ST E,ELGIN ST E,ART,C,,96.2261502129863
9047,LOCAL,OSHAWA,OSHAWA,ERINLEA AVE,MACLAREN ST,ATHABASCA ST,L/R,L,,195.568829219215
9048,LOCAL,OSHAWA,OSHAWA,STEVENSON RD N,ROSS AVE,FAIRGLEN AVE,ART,B,,404.146335298586
9049,LOCAL,OSHAWA,OSHAWA,MONAGHAN AVE,LIMERICK ST,LONDONDERRY ST,L/R,L,,139.517578307577
9050,LOCAL,OSHAWA,OSHAWA,MARY ST N,ELGIN ST E,AGNES ST,ART,C,,97.1757011562701
9051,LOCAL,OSHAWA,OSHAWA,THORNCLIFFE ST,KINGSMERE AVE,LISGAR AVE,L/R,L,,91.9576763610445
9052,LOCAL,OSHAWA,OSHAWA,THORNCLIFFE ST,LISGAR AVE,BELVEDERE AVE,L/R,L,,99.206010369198
9053,LOCAL,OSHAWA,OSHAWA,ST ELOI AVE,RITSON RD S,OSHAWA BLVD S,L/R,L,,170.280302097347
9054,LOCAL,OSHAWA,OSHAWA,CENTRAL PARK BLVD N,CHARRINGTON AVE,HIGHGATE AVE,C/R,COL,,72.3987168663308
9055,LOCAL,OSHAWA,OSHAWA,MARY ST S,ATHOL ST E,KING ST E,ART,C,,120.417771035624
9056,LOCAL,OSHAWA,OSHAWA,MARION AVE,STEVENSON RD N,FINUCANE ST,L/R,L,,110.012811700225
9057,LOCAL,OSHAWA,OSHAWA,MARION AVE,FINUCANE ST,FERNHILL BLVD,L/R,L,,101.072939999418
9058,LOCAL,OSHAWA,OSHAWA,MCGRIGOR ST,MONCK ST,CENTRE ST S,L/R,L,,97.9361741579787
9059,LOCAL,OSHAWA,OSHAWA,MARION AVE,FERNHILL BLVD,ROSMERE ST,L/R,L,,101.07886397519
9060,REGIONAL,DURHAM,OSHAWA,CHAMPLAIN AVE,FOX ST,STEVENSON RD S,ART,C,,346.51885643346
9061,LOCAL,OSHAWA,OSHAWA,MARION AVE,ROSMERE ST,GIBBONS ST,L/R,L,,103.228236733544
9062,LOCAL,OSHAWA,OSHAWA,MARION AVE,GIBBONS ST,FAIRLAWN ST,L/R,L,,96.2204545804805
9063,LOCAL,OSHAWA,OSHAWA,ROSMERE ST,ANNAPOLIS AVE,MARION AVE,L/R,L,,304.232307800817
9064,LOCAL,OSHAWA,OSHAWA,WOODBINE PL,SECRETARIAT AVE/WOODBINE AVE,WOODBINE PL,L/R,L,,61.9809569853857
9065,LOCAL,OSHAWA,OSHAWA,SECRETARIAT PL,SECRETARIAT PL,WOODBINE AVE/WOODBINE PL,L/R,L,,61.4627524962049
9066,LOCAL,OSHAWA,OSHAWA,MINSKY PL,MINSKY GATE,MINSKY GATE,L/R,L,,347.116158235905
9067,LOCAL,OSHAWA,OSHAWA,SOMERVILLE ST,IROQUOIS AVE,CAYUGA AVE,L/R,L,,80.9641630453794
9068,LOCAL,OSHAWA,OSHAWA,HACKETT PL,HACKETT PL,HACKETT PL,L/R,L,,379.235450635429
9069,LOCAL,OSHAWA,OSHAWA,MILL ST,CUBERT ST,OXFORD ST,C/R,COL,,181.667750892557
9070,LOCAL,OSHAWA,OSHAWA,NORLAND GATE,NORLAND CIRCLE,WOODBINE AVE,L/R,L,,78.1328204503983
9071,LOCAL,OSHAWA,OSHAWA,THORNTON RD S,VIA STATION (CNR),BLOOR ST W,LCI,L,,247.960893526201
9072,LOCAL,OSHAWA,OSHAWA,TERRACE DR,CANONBERRY CT,WILSON RD N,L/R,L,,87.6365153022571
9073,LOCAL,OSHAWA,OSHAWA,JAMES ST,BANTING AVE,STACEY AVE,L/R,L,,206.921119548609
9074,LOCAL,OSHAWA,OSHAWA,NORLAND CIRCLE,NORLAND CIRCLE,NORLAND CIRCLE,L/R,L,,372.828805826829
9075,LOCAL,OSHAWA,OSHAWA,GRENFELL ST,PINE AVE,KING ST W,L/R,L,,148.403746604285
9076,LOCAL,OSHAWA,OSHAWA,WESTMOUNT ST,ELMGROVE AVE,PINE AVE,L/R,L,,301.244152378654
9077,LOCAL,OSHAWA,OSHAWA,WOODBINE PL,WOODBINE PL,WOODBINE PL,L/R,L,,357.992173418374
9078,LOCAL,OSHAWA,OSHAWA,SECRETARIAT PL,SECRETARIAT PL,SECRETARIAT PL,L/R,L,,395.272109443726
9079,LOCAL,OSHAWA,OSHAWA,PRESIDIAL AVE,NEARNA DR,ICE PALACE CRES,L/R,L,,93.6858120760396
9080,LOCAL,OSHAWA,OSHAWA,MINSKY GATE,MINSKY PL,SECRETARIAT AVE,L/R,L,,78.015245008133
9081,LOCAL,OSHAWA,OSHAWA,HACKETT PL,NORTHERN DANCER DR (ROUNDABOUT),HACKETT PL,L/R,L,,65.061638117264
9082,LOCAL,OSHAWA,OSHAWA,FETCHISON DR,FROLIS ST,FROLIS ST,L/R,L,,406.9572479194
9083,LOCAL,OSHAWA,OSHAWA,ELGIN ST E,53 m W OF OSHAWA BLVD,OSHAWA BLVD N,L/R,L,,58.00490020724
9084,LOCAL,OSHAWA,OSHAWA,WESLEY DR,GRANDVIEW DR,EDNA CT,L/R,L,,170.060611894216
9085,LOCAL,OSHAWA,OSHAWA,TRAIL VALLEY DR,BEATRICE ST E,LOGANBERRY ST,L/R,L,,192.992839845403
9086,LOCAL,OSHAWA,OSHAWA,MARY ST N,AGNES ST,ADELAIDE AVE E,ART,C,,80.3308930363799
9087,LOCAL,OSHAWA,OSHAWA,MARY ST N,HILLCROFT ST,GRETA ST,C/R,COL,,239.965034646497
9088,LOCAL,OSHAWA,OSHAWA,MARY ST N,GRETA ST,ROSSLAND RD E,C/R,COL,,227.171020214685
9089,LOCAL,OSHAWA,OSHAWA,MARY ST N,ROSSLAND RD E,LARACOR LANE,C/R,COL,,178.283332781214
9090,LOCAL,OSHAWA,OSHAWA,MARY ST N,DARCY ST,ROBERT ST,C/R,COL,,348.185191725263
9091,LOCAL,OSHAWA,OSHAWA,MARY ST N,ROBERT ST,BEATRICE ST E,C/R,COL,,523.465264356894
9092,LOCAL,OSHAWA,OSHAWA,HILLCROFT ST,TRICK AVE,ADELINE AVE,C/R,COL,,83.2561933750402
9093,LOCAL,OSHAWA,OSHAWA,MARY ST N,BEATRICE ST E,NONQUON RD,C/R,COL,,287.696898365192
9094,LOCAL,OSHAWA,OSHAWA,NIPIGON ST,RIDGEWAY AVE,MURIEL AVE,L/R,L,,160.721662620845
9095,LOCAL,OSHAWA,OSHAWA,MARY ST N,NONQUON RD,TAUNTON RD E,C/R,COL,,235.033226597602
9096,LOCAL,OSHAWA,OSHAWA,VIMY AVE,CENTRAL PARK BLVD S,LASALLE AVE,L/R,L,,87.8152215795107
9097,LOCAL,OSHAWA,OSHAWA,NIPIGON ST,ADELAIDE AVE W,HUMBER AVE,L/R,L,,208.106539275339
9098,LOCAL,OSHAWA,OSHAWA,NIPIGON ST,HUMBER AVE,RIDGEWAY AVE,L/R,L,,87.7092896953413
9099,LOCAL,OSHAWA,OSHAWA,VIEWMOUNT ST,OLIVE AVE,KEEWATIN ST S,L/R,L,,417.891467674389
9100,LOCAL,OSHAWA,OSHAWA,WAKEFIELD CRES,MACLAREN ST,LABRADOR DR,L/R,L,,160.070566352256
9101,LOCAL,OSHAWA,OSHAWA,WAKEFIELD CRES,LABRADOR DR,MACLAREN ST,L/R,L,,170.657536472812
9102,LOCAL,OSHAWA,OSHAWA,GLIDDON AVE,LASALLE AVE,CADILLAC AVE S,L/R,L,,94.5193633453623
9103,LOCAL,OSHAWA,OSHAWA,TILBURY ST,COTTINGHAM CRES,WATERLOO ST,L/R,L,,151.822109363984
9104,LOCAL,OSHAWA,OSHAWA,NORTHGATE CRES,NORTHMOUNT ST,NORTHBROOK ST,L/R,L,,309.865042788253
9105,LOCAL,OSHAWA,OSHAWA,ALMA ST,KAISER CRES,GROOMS AVE,L/R,L,,179.271974966677
9106,LOCAL,OSHAWA,OSHAWA,PRINCE ST,KING ST W,45 m N OF KING ST W,L/R,L,,50.647265509764
9107,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE E,RITSON RD N,OSHAWA BLVD N,ART,C,,176.457145524773
9108,REGIONAL,DURHAM,OSHAWA,ADELAIDE AVE E,HAIG ST,RITSON RD N,ART,C,,127.348875300384
9109,LOCAL,OSHAWA,OSHAWA,GLIDDON AVE,HIGHLAND AVE,WILSON RD S,L/R,L,,93.6039315283766
9110,LOCAL,OSHAWA,OSHAWA,BEAVER VALLEY CRES,DEER VALLEY DR,DEER VALLEY DR,L/R,L,,774.494675637368
9111,LOCAL,OSHAWA,OSHAWA,VERDUN RD,104 m S OF MITCHELL,MITCHELL AVE,L/R,L,,103.877357922899
9112,LOCAL,OSHAWA,OSHAWA,LINDEN ST,OLIVE AVE,TAYLOR AVE,L/R,L,,326.390403202965
9113,LOCAL,OSHAWA,OSHAWA,NAPLES ST,TAUNTON RD E,DAYTONA CT,C/R,COL,,64.0260151451407
9114,LOCAL,OSHAWA,OSHAWA,BEECHWOOD ST,EDGEWOOD AVE,DOGWOOD AVE,L/R,L,,234.833349595596
9115,LOCAL,OSHAWA,OSHAWA,WESTMOUNT ST,87 m S OF ELMGROVE,ELMGROVE AVE,L/R,L,,83.3094196492887
9116,LOCAL,OSHAWA,OSHAWA,PINE AVE,WESTMOUNT ST,GRENFELL ST,L/R,L,,97.0430620806083
9117,LOCAL,OSHAWA,OSHAWA,WESTMOUNT ST,PINE AVE,KING ST W,L/R,L,,149.209240937157
9118,LOCAL,OSHAWA,OSHAWA,LOCHNESS CRES,PRESTWICK DR,PRESTWICK DR,L/R,L,,406.28719271432
9119,LOCAL,OSHAWA,OSHAWA,ADELINE AVE,102 m S OF HILLCROFT,HILLCROFT ST,L/R,L,,129.690658540911
9120,LOCAL,OSHAWA,OSHAWA,NELSON ST,WENTWORTH ST E,TRAFALGAR AVE,C/R,COL,,120.898895769265
9121,LOCAL,OSHAWA,OSHAWA,ANTIGUA CRES,BERMUDA AVE,BERMUDA AVE,L/R,L,,513.351947676865
9122,LOCAL,OSHAWA,OSHAWA,OXBOW CRES,WADEBRIDGE CRES,WADEBRIDGE CRES,L/R,L,,300.276755117277
9123,LOCAL,OSHAWA,OSHAWA,ORMOND DR,RITSON RD N,PALMETTO DR,C/R,COL,,150.097391867972
9124,LOCAL,OSHAWA,OSHAWA,CHESTERTON AVE,BYRON CT,MILTON ST,L/R,L,,87.2958285857636
