OBJECTID,JURISDICTION,OWNERSHIP,MUNICIPALITY,NAME,FROM_,TO_,CLASS,CLASS_OP,DES_SURF_WIDTH,Shape_Length
11020,LOCAL,OSHAWA,OSHAWA,NIAGARA DR,DALHOUSIE CRES,WESTERN CRES,C/R,COL,,124.11216339829
11021,LOCAL,OSHAWA,OSHAWA,OXFORD ST,DWIGHT AVE,KINMOUNT CRES,C/R,COL,,252.253972479722
11022,LOCAL,OSHAWA,OSHAWA,CEDAR ST,KILLARNEY CT,WASAGA CT,C/R,COL,,76.1445842464048
11023,LOCAL,OSHAWA,OSHAWA,CEDAR ST,WASAGA CT,CARLTON CT,C/R,COL,,91.888929668049
11024,LOCAL,OSHAWA,OSHAWA,ST ANNE CT,WEST LIMIT,WHISTLER DR,L/R,L,,109.040949327284
11025,LOCAL,OSHAWA,OSHAWA,LAVAL DR,BRISTOL CRES,SALISBURY ST,C/R,COL,,75.8401643128549
11026,LOCAL,OSHAWA,OSHAWA,VERDUN RD,EULALIE AVE,GLIDDON AVE,L/R,L,,220.349684307165
11027,LOCAL,OSHAWA,OSHAWA,ONTARIO ST,RICHMOND ST E,WILLIAM ST E,L/R,L,,98.5540428416615
11028,LOCAL,OSHAWA,OSHAWA,FAREWELL ST,HOSKIN AVE,ATHOL ST E,C/R,COL,,298.866861031091
11029,LOCAL,OSHAWA,OSHAWA,FAREWELL ST,ATHOL ST E,KING ST E,C/R,COL,,146.490236993964
11030,LOCAL,OSHAWA,OSHAWA,ORMOND DR,WOODMOUNT CRES/WOODMOUNT DR,WOODMOUNT CRES,C/R,COL,,241.615825332024
11031,LOCAL,OSHAWA,OSHAWA,ORMOND DR,FLAGSTONE CT,WOODMOUNT CRES/WOODMOUNT DR,C/R,COL,,89.67282856904
11032,LOCAL,OSHAWA,OSHAWA,EASTDALE ST,EASTGROVE AVE,EASTBOURNE AVE,L/R,L,,148.324511262406
11033,LOCAL,OSHAWA,OSHAWA,WILLOWDALE AVE,LORINDALE DR,MELROSE ST,L/R,L,,104.085234401086
11034,LOCAL,OSHAWA,OSHAWA,CASTLEBAR CRES,KILKENNY CT,LONDONDERRY ST,L/R,L,,87.0138499723831
11035,LOCAL,OSHAWA,OSHAWA,CASTLEBAR CRES,LONDONDERRY ST,ARKLOW AVE,L/R,L,,129.855959241457
11036,LOCAL,OSHAWA,OSHAWA,GLIDDON AVE,DREW ST,TYLOR CRES,L/R,L,,89.9537390579606
11037,LOCAL,OSHAWA,OSHAWA,GLIDDON AVE,TYLOR CRES,CLARKE ST,L/R,L,,31.0665666285435
11038,LOCAL,OSHAWA,OSHAWA,GLIDDON AVE,CLARKE ST,RITSON RD S,L/R,L,,85.8144560167888
11039,LOCAL,OSHAWA,OSHAWA,BOND ST W,GIBBONS ST,PARK RD N,ART,B,,415.138619272141
11040,LOCAL,OSHAWA,OSHAWA,LABRADOR DR,WINDERMERE AVE,WAKEFIELD CRES,L/R,L,,178.646526447054
11041,LOCAL,OSHAWA,OSHAWA,TENNYSON AVE,MILTON ST,COLERIDGE ST,L/R,L,,138.976343540145
11042,LOCAL,OSHAWA,OSHAWA,TENNYSON AVE,COLERIDGE ST,BROWNING ST,L/R,L,,27.5667003106002
11043,LOCAL,OSHAWA,OSHAWA,BROWNING ST,TENNYSON AVE,SHELLEY AVE,L/R,L,,88.7450796479799
11044,LOCAL,OSHAWA,OSHAWA,TENNYSON AVE,BROWNING ST,HARMONY RD S,L/R,L,,62.3017842966405
11045,LOCAL,OSHAWA,OSHAWA,CUBERT ST,MILL ST,HILLSIDE AVE,C/R,COL,,87.2630613420631
11046,LOCAL,OSHAWA,OSHAWA,HILLSIDE AVE,LORRAINE ST,CUBERT ST,L/R,L,,120.127726205859
11047,LOCAL,OSHAWA,OSHAWA,TOWNLINE RD N,HOWDEN RD E,RAGLAN RD E,400,L,,2111.67342191728
11048,LOCAL,OSHAWA,OSHAWA,HOWDEN RD E,GRANDVIEW ST N,TOWNLINE RD N,300,A,,830.017175909972
11049,LOCAL,OSHAWA,OSHAWA,TOWNLINE RD N,COLUMBUS RD E,HOWDEN RD E,400,L,,1998.04740087955
11050,LOCAL,OSHAWA,OSHAWA,TOWNLINE RD N,200 m S OF COLUMBUS RD,COLUMBUS RD E,200,B,,226.685632160047
11051,LOCAL,OSHAWA,OSHAWA,TERWILLEGAR AVE,THORNTON RD S,SKAE DR,LCI,L,,342.003550582917
11052,LOCAL,OSHAWA,OSHAWA,KAWARTHA AVE,MEADOWVALE ST,SIMCOE ST S,L/R,L,,113.521723095777
11053,LOCAL,OSHAWA,OSHAWA,LAKEVIEW PARK AVE,BIRCHCLIFFE AVE,KLUANE AVE,L/R,L,,218.75560397485
11054,LOCAL,OSHAWA,OSHAWA,MEADOWVALE ST,KAWARTHA AVE,SOUTHLAWN AVE,L/R,L,,128.371597753058
11055,LOCAL,OSHAWA,OSHAWA,VALLEY DR,PHILLIP MURRAY AVE,RITSON RD S,C/R,COL,,282.229105159651
11056,LOCAL,OSHAWA,OSHAWA,CLOVERDALE ST,SOUTHLAWN AVE,WELLINGTON AVE W,L/R,L,,159.205520832382
11057,LOCAL,OSHAWA,OSHAWA,SOUTHLAWN AVE,CLOVERDALE ST,RITSON RD S,L/R,L,,103.327938417415
11058,LOCAL,OSHAWA,OSHAWA,RITSON RD S,KAWARTHA AVE,SOUTHLAWN AVE,L/R,L,,98.9413640440269
11059,LOCAL,OSHAWA,OSHAWA,CLOVERDALE ST,WILLOWBANK CT,SOUTHLAWN AVE,L/R,L,,127.702345331391
11060,LOCAL,OSHAWA,OSHAWA,SOUTHLAWN AVE,67 m W OF RAVINE RD,RAVINE RD,L/R,L,,67.2167414192855
11061,LOCAL,OSHAWA,OSHAWA,RAVINE RD,SOUTHLAWN AVE,GRASSMERE AVE,L/R,L,,203.004642592098
11062,LOCAL,OSHAWA,OSHAWA,GRASSMERE AVE,RAVINE RD,CLOVERDALE ST,L/R,L,,85.8923146705898
11063,LOCAL,OSHAWA,OSHAWA,CAPILANO CRES,ANNANDALE ST,SUNNINGDALE AVE,L/R,L,,222.353865496348
11064,LOCAL,OSHAWA,OSHAWA,BADGLEY DR,ARBORWOOD DR,DOCKING CT,L/R,L,,340.286657187287
11065,LOCAL,OSHAWA,OSHAWA,ELDORADO AVE,APOLLO ST,BELAIR CRES,L/R,L,,91.6563838496934
11066,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,FERNWOOD AVE,HILLCROFT ST,L/R,L,,169.385664647259
11067,LOCAL,OSHAWA,OSHAWA,MONTRAVE AVE,ELMGROVE AVE,PINE AVE,L/R,L,,301.127061165995
11068,LOCAL,OSHAWA,OSHAWA,MONIQUE ST,ROUNDELAY DR,AZTEC DR/CHARISMA CRES,L/R,L,,92.9323593137624
11069,LOCAL,OSHAWA,OSHAWA,LABRADOR DR,ATHABASCA ST,EASTLAWN ST,L/R,L,,210.178909741008
11070,LOCAL,OSHAWA,OSHAWA,MCNAUGHTON AVE,DREW ST/FIRST AVE,RITSON RD S,C/R,COL,,221.47436170919
11071,LOCAL,OSHAWA,OSHAWA,RONLEA AVE,DIANNE DR,CAROLYN AVE,L/R,L,,89.8385698131116
11072,LOCAL,OSHAWA,OSHAWA,CADILLAC AVE S,VIMY AVE,EULALIE AVE,L/R,L,,261.102106732117
11073,LOCAL,OSHAWA,OSHAWA,BARBADOS ST,WAVERLY ST N,FAIRGLEN AVE,L/R,L,,328.517944549549
11074,LOCAL,OSHAWA,OSHAWA,TIPPERARY ST,DERRY CT/SHAMROCK CT,GIBB ST,L/R,L,,159.092240656603
11075,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,CENTRAL PARK BLVD S,LASALLE AVE,ART,C,,88.5249213389206
11076,LOCAL,OSHAWA,OSHAWA,GRABURN AVE,DREW ST,204 m E OF DREW ST,L/R,L,,204.770476041111
11077,LOCAL,OSHAWA,OSHAWA,FRONTENAC AVE,GRENFELL ST,CROMWELL AVE,L/R,L,,94.6441278063676
11078,LOCAL,OSHAWA,OSHAWA,ELLIOTT ST,NASSAU ST,117 m E OF NASSAU ST,L/R,L,,131.156322067332
11079,LOCAL,OSHAWA,OSHAWA,FRONTENAC AVE,CROMWELL AVE,MONTRAVE AVE,L/R,L,,90.955478173197
11080,LOCAL,OSHAWA,OSHAWA,MONTRAVE AVE,GIBB ST,FRONTENAC AVE,L/R,L,,80.3976382243421
11081,LOCAL,OSHAWA,OSHAWA,GREENWOOD AVE,198 m W OF NASSAU ST,NASSAU ST,L/R,L,,232.073412362815
11082,LOCAL,OSHAWA,OSHAWA,TOWNLINE RD S,GRANDVIEW DR,DOWN CRES,ART,B,,152.769473169123
11083,LOCAL,OSHAWA,OSHAWA,COLDSTREAM DR,MAYBERRY ST,ARBORWOOD DR,ART,C,,252.860068380876
11084,LOCAL,OSHAWA,OSHAWA,WELLINGTON AVE E,SIMCOE ST S,TILBURY ST,LCI,L,,73.0641049031196
11085,LOCAL,OSHAWA,OSHAWA,WESTRIDGE DR,RIDGEMOUNT BLVD,SPRINGBANK DR/WESTRIDGE CT,L/R,L,,157.017971703922
11086,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST N,SUMMITVIEW CRES,RIDGEMOUNT BLVD,ART,C,,273.942427521037
11087,LOCAL,OSHAWA,OSHAWA,RAGLAN RD E,HARMONY RD N,GRANDVIEW ST N,400,L,,827.157561141333
11088,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST N,GLENBOURNE DR,ROSEHEATH ST,ART,C,,82.3954537605724
11089,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST N,ROSEHEATH ST,TAUNTON RD E,ART,C,,165.341667184107
11090,LOCAL,OSHAWA,OSHAWA,ROYAL ORCHARD DR,LINDSAY BLVD,RIDGE VALLEY DR,L/R,L,,394.154303308916
11091,LOCAL,OSHAWA,OSHAWA,HILLSIDE AVE,CROMWELL AVE,MONTRAVE AVE,C/R,COL,,83.5500647291108
11092,LOCAL,OSHAWA,OSHAWA,HILLSIDE AVE,PARK RD S,PARK RD S,L/R,L,,40.6335672187791
11093,LOCAL,OSHAWA,OSHAWA,HILLSIDE AVE,PARK RD S,LORRAINE ST,L/R,L,,102.912922806105
11094,LOCAL,OSHAWA,OSHAWA,CRICKLEWOOD DR,FOXRUN CT,NORTH LIMIT,L/R,L,,258.405423493233
11095,LOCAL,OSHAWA,OSHAWA,PARK RD S,RENAISSANCE DR,GASPE AVE,C/R,COL,,52.5612692389517
11096,LOCAL,OSHAWA,OSHAWA,HEARTLAND BLVD,PARK RIDGE DR,OAKHILL AVE,L/R,L,,197.106997954574
11097,LOCAL,OSHAWA,OSHAWA,LOGAN CT,GRIFFITH ST,EAST LIMIT,L/R,L,,109.432572543298
11098,LOCAL,OSHAWA,OSHAWA,LOMOND ST,NEVIS AVE,DEAN AVE/SEDAN CRES,L/R,L,,202.878439254161
11099,LOCAL,OSHAWA,OSHAWA,LORINDALE DR,PALM CT,BASSWOOD AVE,L/R,L,,107.370267689602
11100,LOCAL,OSHAWA,OSHAWA,NORMANDY ST,NEVIS AVE,DEAN AVE,L/R,L,,278.518036684203
11101,LOCAL,OSHAWA,OSHAWA,NORTHDALE AVE,MOHAWK ST,NORTHRIDGE ST,L/R,L,,111.709738148313
11102,LOCAL,OSHAWA,OSHAWA,THIMBLEBERRY CIRCLE,PALMTREE CRES,PALMTREE CRES,L/R,L,,144.345369402247
11103,LOCAL,OSHAWA,OSHAWA,STACEY AVE,MCKIM ST,JAMES ST,L/R,L,,72.9693899729211
11104,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,CUMBERLAND CT/ELLESMERE CT,ATHABASCA ST/GLENRIDGE CT,ART,C,,407.555626071845
11105,LOCAL,OSHAWA,OSHAWA,STACEY AVE,JAMES ST,DREW ST,L/R,L,,72.924733657635
11106,LOCAL,OSHAWA,OSHAWA,APPLEGROVE AVE,ORIOLE ST,KEEWATIN ST S,L/R,L,,80.8503974458063
11107,LOCAL,OSHAWA,OSHAWA,ANNAPOLIS AVE,TWEEDSMUIR ST,ELIZABETH ST,C/R,COL,,99.2286120764572
11108,LOCAL,OSHAWA,OSHAWA,WAVERLY ST N,DAWNHILL AVE,AMBER AVE,L/R,L,,89.2923364982246
11109,LOCAL,OSHAWA,OSHAWA,ELIZABETH ST,DUNDEE AVE,ANNAPOLIS AVE,L/R,L,,222.329660498808
11110,LOCAL,OSHAWA,OSHAWA,DIANNE DR,DENISE DR,RONLEA AVE,L/R,L,,79.9574924475141
11111,LOCAL,OSHAWA,OSHAWA,ATHOL ST E,SIMCOE ST S,CELINA ST,L/R,L,,86.833803491128
11112,LOCAL,OSHAWA,OSHAWA,GREENVALLEY TRAIL,BLACKWOOD BLVD,GREENVALLEY TRAIL,L/R,L,,84.7719659071101
11113,LOCAL,OSHAWA,OSHAWA,WOODGATE CT,WOODMOUNT DR,NORTH LIMIT,L/R,L,,598.817305433104
11114,LOCAL,OSHAWA,OSHAWA,WOODGATE TRAIL,S AND E LEGS,WOODGATE TRAIL,L/R,L,,608.844868373207
11115,LOCAL,OSHAWA,OSHAWA,VALEWOOD CT,SANDALWOOD CT,NORTH LIMIT,L/R,L,,257.124395485034
11116,LOCAL,OSHAWA,OSHAWA,HIGHBROOKE CT,SOUTH LIMIT,RIDGEMOUNT BLVD,L/R,L,,278.648678593631
11117,LOCAL,OSHAWA,OSHAWA,BEATRICE ST E,WILSON RD N,GREENLANE DR,ART,C,,213.023342223182
11118,LOCAL,OSHAWA,OSHAWA,NORTHFIELD AVE,FALCONRIDGE DR,COLDSTREAM DR,L/R,L,,91.427527839327
11119,LOCAL,OSHAWA,OSHAWA,PACIFIC AVE,MONTRAVE AVE,68 m E OF MONTRAVE AVE,L/R,L,,95.8515679306644
11120,LOCAL,OSHAWA,OSHAWA,PADDINGTON CRES,CHARRINGTON AVE,DOWNING CT,L/R,L,,320.57350652654
11121,LOCAL,OSHAWA,OSHAWA,SOUTHDOWN ST,SOUTHDALE AVE,NORMAN CRES,L/R,L,,87.0936427136953
11122,LOCAL,OSHAWA,OSHAWA,EMMA ST,ALBERT ST,COURT ST,L/R,L,,146.078881386763
11123,LOCAL,OSHAWA,OSHAWA,EULALIE AVE,JAMES ST,DREW ST,ART,C,,71.9830705015879
11124,LOCAL,OSHAWA,OSHAWA,BRENTWOOD AVE,CENTRAL PARK BLVD N,HUMEWOOD AVE,L/R,L,,461.8720491603
11125,LOCAL,OSHAWA,OSHAWA,BENEFORD RD,FLEETWOOD DR,BENEFORD RD,L/R,L,,70.3242340198676
11126,LOCAL,OSHAWA,OSHAWA,BENEFORD RD,BENEFORD RD,OLDMAN RD,L/R,L,,75.0856352705785
11127,LOCAL,OSHAWA,OSHAWA,JULIANA DR,BERNHARD CRES,BERNHARD CRES,L/R,L,,228.996649915328
11128,LOCAL,OSHAWA,OSHAWA,MARTINDALE ST,WILLOWDALE AVE,IVY CT,L/R,L,,53.1283169960425
11129,LOCAL,OSHAWA,OSHAWA,BEAUPRE AVE,LAKEFIELD ST,TREMBLAY ST,L/R,L,,240.0842406936
11130,LOCAL,OSHAWA,OSHAWA,HOSKIN AVE,RIVERSIDE DR S,BRUNSWICK ST,L/R,L,,113.747840500535
11131,LOCAL,OSHAWA,OSHAWA,EASTLAWN ST,LABRADOR DR,MCCLURE CT,L/R,L,,82.6557177087522
11132,REGIONAL,DURHAM,OSHAWA,TOWNLINE RD N,ADELAIDE AVE E,KILMAURS AVE,ART,B,,151.759330467204
11133,LOCAL,OSHAWA,OSHAWA,CUNNINGHAM AVE,FERNHILL BLVD,ROSMERE ST,L/R,L,,101.671104431538
11134,LOCAL,OSHAWA,OSHAWA,KEEWATIN ST S,DENISE DR,RONLEA AVE,L/R,L,,81.3065217880813
11135,LOCAL,OSHAWA,OSHAWA,TROWBRIDGE DR,KENSINGTON CRES,KENSINGTON CRES,C/R,COL,,95.7316352825006
11136,LOCAL,OSHAWA,OSHAWA,TROWBRIDGE DR,KENSINGTON CRES,BEATRICE ST E,C/R,COL,,74.3973996906863
11137,LOCAL,OSHAWA,OSHAWA,TENNYSON AVE,FAREWELL ST,MILTON ST,L/R,L,,199.444863564022
11138,LOCAL,OSHAWA,OSHAWA,ANNAPOLIS AVE,LANARK DR,COLONSAY CT,L/R,L,,25.5862136874843
11139,LOCAL,OSHAWA,OSHAWA,WELLINGTON AVE W,RITSON RD S,SIMCOE ST S,L/R,L,,196.715185926358
11140,LOCAL,OSHAWA,OSHAWA,WELLINGTON AVE W,CLOVERDALE ST,RITSON RD S,L/R,L,,103.946398033642
11141,REGIONAL,DURHAM,OSHAWA,RITSON RD N,CONLIN RD E,MAINE ST,ART,B,,119.626874881745
11142,LOCAL,OSHAWA,OSHAWA,RAVINE RD,GRASSMERE AVE,THOMAS ST,L/R,L,,113.067194713354
11143,LOCAL,OSHAWA,OSHAWA,BEATRICE ST E,RITSON RD N,TROWBRIDGE DR,ART,C,,253.648375565104
11144,REGIONAL,DURHAM,OSHAWA,PARK RD S,MALAGA RD,CORDOVA RD,ART,C,,127.644776136326
11145,LOCAL,OSHAWA,OSHAWA,BIRKDALE ST,SUNNINGDALE AVE,PINEHURST AVE,L/R,L,,88.502509951411
11146,REGIONAL,DURHAM,OSHAWA,TAUNTON RD E,GRANDVIEW ST N,BENSON ST,ART,A,,321.680321317549
11147,LOCAL,OSHAWA,OSHAWA,AVALON CT,AVALON ST/RAIKE DR,NORTH LIMIT,L/R,L,,268.163483237837
11148,LOCAL,OSHAWA,OSHAWA,ACADIA DR,ARDEN DR/CT,ADELAIDE AVE E,L/R,L,,97.9751103069404
11149,LOCAL,OSHAWA,OSHAWA,ACADIA DR,ASCOT AVE,ARDEN DR/CT,L/R,L,,219.098927590521
11150,LOCAL,OSHAWA,OSHAWA,MERIVALE CT,TOWNLINE RD S,117 m N OF TOWNLINE RD S,L/R,L,,126.683888113074
11151,LOCAL,OSHAWA,OSHAWA,MERIVALE ST,47 m S OF CARLING AVE,CARLING AVE,L/R,L,,42.845953865218
11152,LOCAL,OSHAWA,OSHAWA,ANDOVER DR,ALDERSHOT DR,HARTGROVE LANE,L/R,L,,93.5009798528527
11153,LOCAL,OSHAWA,OSHAWA,MARLAND AVE,MONTRAVE AVE,PARK RD S,L/R,L,,89.9721104612302
11154,LOCAL,OSHAWA,OSHAWA,MCKIM ST,STACEY AVE,93 m N OF STACEY AVE,L/R,L,,94.167216716728
11155,LOCAL,OSHAWA,OSHAWA,COLBORNE ST W,WARREN AVE,GLADSTONE AVE,L/R,L,,79.0481332915726
11156,LOCAL,OSHAWA,OSHAWA,PRINCE ST,BOND ST W,RICHMOND ST W,L/R,L,,101.58546592201
11157,LOCAL,OSHAWA,OSHAWA,RICHMOND ST W,PRINCE ST,SIMCOE ST N,L/R,L,,96.1389167272661
11158,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,ALBERT ST,COURT ST,ART,C,,147.571907036054
11159,REGIONAL,DURHAM,OSHAWA,STEVENSON RD N,KING ST W,BOND ST W,ART,B,,97.6974023709699
11160,LOCAL,OSHAWA,OSHAWA,ELDORADO AVE,BELAIR CRES,APOLLO ST,L/R,L,,189.09687852065
11161,LOCAL,OSHAWA,OSHAWA,APOLLO ST,37 m S OF ELDORADO,ELDORADO AVE,L/R,L,,39.842736441364
11162,LOCAL,OSHAWA,OSHAWA,MARGATE DR,AUTUMNWOOD TRAIL/FAYWOOD CRES,FAYWOOD CRES,C/R,COL,,90.164022567274
11163,LOCAL,OSHAWA,OSHAWA,ANDOVER DR,DARTMOOR ST,ALDERSHOT DR,L/R,L,,171.851881697181
11164,LOCAL,OSHAWA,OSHAWA,TAYLOR AVE,WINDSOR ST,BALDWIN ST,C/R,COL,,103.445255511825
11165,LOCAL,OSHAWA,OSHAWA,WINDSOR ST,CRERAR AVE,OLIVE AVE,L/R,L,,146.877610884606
11166,LOCAL,OSHAWA,OSHAWA,CRERAR AVE,WINDSOR ST,BALDWIN ST,L/R,L,,103.316883733536
11167,LOCAL,OSHAWA,OSHAWA,CHERRYHILL ST,GRANDVIEW ST S,ST ANDREWS CT,L/R,L,,267.023243925457
11168,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD S,ST ELOI AVE,VIMY AVE,L/R,L,,93.0195089627336
11169,LOCAL,OSHAWA,OSHAWA,STORNGO BLVD,VIOLA ST,CP RAILWAY,L/R,L,,44.9603589301046
11170,LOCAL,OSHAWA,OSHAWA,VIMY AVE,OSHAWA BLVD S,VERDUN RD,L/R,L,,95.83398158353
11171,LOCAL,OSHAWA,OSHAWA,STEVENSON RD N,HAMBLY RD,RAGLAN RD W,200,L,,597.434935881021
11172,LOCAL,OSHAWA,OSHAWA,WECKER DR,CHALEUR AVE,PHILLIP MURRAY AVE,L/R,L,,111.963662054812
11173,LOCAL,OSHAWA,OSHAWA,BEURLING AVE,STEVENSON RD N,FINUCANE ST,L/R,L,,109.922175507275
11174,LOCAL,OSHAWA,OSHAWA,COBBLEHILL DR,BAYLA CT/COURVILLE CT,MCTAVISH AVE,L/R,L,,295.14849016281
11175,LOCAL,OSHAWA,OSHAWA,CONLIN RD E,BRIDLE RD,AVALON ST,ART,B,,402.050455925323
11176,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD N,DARCY ST,MARIGOLD AVE,L/R,L,,328.374567153227
11177,LOCAL,OSHAWA,OSHAWA,ROSSMOUNT AVE,GLENFOREST ST,GLENGROVE ST,L/R,L,,244.062771777333
11178,LOCAL,OSHAWA,OSHAWA,WAVERLY ST S,SATURNA AVE,CARTIER AVE,C/R,COL,,154.126266855217
11179,LOCAL,OSHAWA,OSHAWA,NORTHFIELD AVE,LUPLE AVE,FALCONRIDGE DR,L/R,L,,84.976885131982
11180,LOCAL,OSHAWA,OSHAWA,KINGSFIELD AVE,ORMOND DR,KINGSFIELD LOOP,L/R,L,,139.211388262699
11181,LOCAL,OSHAWA,OSHAWA,ORMOND DR,PALMETTO DR,NAPLES ST,C/R,COL,,180.559077293546
11182,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD S,MITCHELL AVE,OLIVE AVE,L/R,L,,82.8715616974408
11183,LOCAL,OSHAWA,OSHAWA,EULALIE AVE,LASALLE AVE,CADILLAC AVE S,ART,C,,94.5113878390608
11184,LOCAL,OSHAWA,OSHAWA,EULALIE AVE,CENTRAL PARK BLVD S,LASALLE AVE,ART,C,,90.5303461439821
11185,LOCAL,OSHAWA,OSHAWA,EULALIE AVE,VERDUN RD,CHADBURN ST,ART,C,,102.705730628927
11186,LOCAL,OSHAWA,OSHAWA,EULALIE AVE,OSHAWA BLVD S,VERDUN RD,ART,C,,95.3450609295672
11187,LOCAL,OSHAWA,OSHAWA,HAROLD ST,BRUCE ST,ARTHUR ST,L/R,L,,61.8056189026547
11188,LOCAL,OSHAWA,OSHAWA,ARTHUR ST,HAROLD ST,DREW ST,L/R,L,,94.8877825992239
11189,LOCAL,OSHAWA,OSHAWA,MASSON ST,125 m S OF ABERDEEN,ABERDEEN ST,L/R,L,,123.119026016193
11190,LOCAL,OSHAWA,OSHAWA,BALLARD ST,162 m W OF DNIPRO BLVD,DNIPRO BLVD,L/R,L,,163.006161404465
11191,LOCAL,OSHAWA,OSHAWA,CASTLEBAR CRES,ARKLOW AVE,CAVAN CT,L/R,L,,82.2311486241395
11192,LOCAL,OSHAWA,OSHAWA,CASTLEBAR CRES,CAVAN CT,KILKENNY CT,L/R,L,,83.0060605044422
11193,LOCAL,OSHAWA,OSHAWA,GLIDDON AVE,BALDWIN ST,GUELPH ST,L/R,L,,103.310515853719
11194,LOCAL,OSHAWA,OSHAWA,GLIDDON AVE,WILSON RD S,WINDSOR ST,L/R,L,,108.459237873257
11195,LOCAL,OSHAWA,OSHAWA,LONDONDERRY ST,CASTLEBAR CRES,MONAGHAN AVE,L/R,L,,86.4933714745319
11196,LOCAL,OSHAWA,OSHAWA,ARKLOW AVE,CASTLEBAR CRES,THORNTON RD S,L/R,L,,94.942640190373
11197,LOCAL,OSHAWA,OSHAWA,SYLVIA ST,SOUTH LIMIT,WOLFE ST,L/R,L,,189.628071947269
11198,LOCAL,OSHAWA,OSHAWA,GLIDDON AVE,VERDUN RD,CHADBURN ST,L/R,L,,113.121687778559
11199,LOCAL,OSHAWA,OSHAWA,QUEEN ST,120 m S OF KING ST W,KING ST W/MCMILLAN DR,L/R,L,,181.298533589583
11200,LOCAL,OSHAWA,OSHAWA,ARBORWOOD DR,OAKHILL AVE,DUNCAN AVE,L/R,L,,87.8870371096218
11201,LOCAL,OSHAWA,OSHAWA,QUEENSDALE AVE,OAKDALE DR,MELROSE ST,L/R,L,,101.901523805571
11202,LOCAL,OSHAWA,OSHAWA,COLDSTREAM DR,NORTHFIELD AVE,WHITESTONE CT,ART,C,,118.468844708455
11203,LOCAL,OSHAWA,OSHAWA,GOTHIC CT,WEST LIMIT,GOTHIC DR/GREENBRIAR DR,L/R,L,,147.775169031382
11204,LOCAL,OSHAWA,OSHAWA,QUEENSDALE AVE,MARTINDALE ST,OAKDALE DR,L/R,L,,99.6812820614126
11205,LOCAL,OSHAWA,OSHAWA,CENTURY ST,SKYLARK AVE,CORSICA AVE,L/R,L,,153.138507500592
11206,LOCAL,OSHAWA,OSHAWA,JARVIS ST,SUTHERLAND AVE,CONNAUGHT ST,L/R,L,,92.8770061299287
11207,LOCAL,OSHAWA,DCDSB,COURT ST,OLIVE AVE,BANTING AVE,L/R,L,,72.7158905456088
11208,LOCAL,OSHAWA,OSHAWA,CHARLES ST,BRUCE ST,ATHOL ST E,L/R,L,,141.135843645751
11209,LOCAL,OSHAWA,OSHAWA,HILLCROFT ST,MARY ST N,GRIERSON ST,C/R,COL,,98.6169824871981
11210,LOCAL,OSHAWA,OSHAWA,BURNLEY CT,TROWBRIDGE DR,EAST LIMIT,L/R,L,,168.908120751729
11211,LOCAL,OSHAWA,OSHAWA,SIMCOE ST S,LAKEVIEW PARK AVE,VALLEY DR,ART,C,,126.07997061341
11212,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD S,OLIVE AVE,ST ELOI AVE,L/R,L,,134.939343277555
11213,LOCAL,OSHAWA,OSHAWA,OSHAWA BLVD S,95 m S OF MITCHELL AVE,MITCHELL AVE,L/R,L,,99.0900163034312
11214,LOCAL,OSHAWA,OSHAWA,MARLAND AVE,GRENFELL ST,MONTRAVE AVE,L/R,L,,185.912488400254
11215,LOCAL,OSHAWA,OSHAWA,MAPLEWOOD DR,OSHAWA BLVD N,FERNWOOD AVE,L/R,L,,308.218414217602
11216,LOCAL,OSHAWA,OSHAWA,RIPLEY CRES,KINGSLEY CT,GRANDVIEW ST N,L/R,L,,298.318815178991
11217,LOCAL,OSHAWA,OSHAWA,MATTERHORN ST,INTERLAKE DR,HINTERLAND DR,L/R,L,,271.229043474681
11218,LOCAL,OSHAWA,OSHAWA,MARGARET ST,CONANT ST,PHILLIPS ST,L/R,L,,72.7362605385196
11219,LOCAL,OSHAWA,OSHAWA,RIVERSIDE DR N,EASTBOURNE AVE,ASCOT AVE,L/R,L,,84.1330319200481
11220,REGIONAL,DURHAM,OSHAWA,WENTWORTH ST W,PARK RD S,GLEN ST,ART,C,,624.118758363399
11221,LOCAL,OSHAWA,OSHAWA,INVERNESS DR,BRAEMOR CT,ANNAPOLIS AVE,L/R,L,,219.774195613077
11222,LOCAL,OSHAWA,OSHAWA,HILLSIDE AVE,SEVILLE ST,LISBON CT,C/R,COL,,92.9151986740595
11223,LOCAL,OSHAWA,OSHAWA,DIVISION ST,BROCK ST E,ELGIN ST E,CCI,COL,,96.4219233822341
11224,LOCAL,OSHAWA,OSHAWA,BLUE HERON DR,KILLDEER ST,BLUEFINCH CT,L/R,L,,89.3996255993016
